subjID,starttime,useragent,survey-instructions,survey-gender,survey-age,survey-education,survey-language,survey-enjoy,survey-comments
connect-9E996302D5244260878FDB74CBB316F4,1705337824915,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'high'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'its was fun'}"
connect-744714E340DB43A9BF547F27A1FC506D,1705338188079,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'high'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-B4C2801910A4437E86A6FFE31337C252,1705338505196,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': '42'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'high'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'It was a fun and challenging experience overall.'}"
connect-5B5C3D85087A4E16BBF4767641D407C0,1705337842016,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 OPR/105.0.0.0","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': '26'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-38E88BFE801348688308C56AB51DD6AF,1705337845331,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,"{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': '31'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'good'}"
connect-C18D5510DF5D4BDB8BC7983EA601CCCB,1705337839429,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'high'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'This was an awesome study! I hope to see more of them'}"
connect-0CF3DCDB98DC44B49C405E0A04B920BD,1705337829645,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': '33'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'english'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-0835DE564D654FDBBB0C74A252B0AEEC,1705339771270,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': '34'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'high'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'average'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-74901D2ADE564603BE59D28A55952B5C,1705167815403,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'I thought the game was rather fun! Just please fix the technical issues next time and provide better ""detection""/""registration"" of the ball in the hole so that the next button lights up when it should. Thank you for the opportunity!'}"
connect-512FED05A72842BF9658B966FBD7F076,1705337863092,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,"{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': '31'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'None'}"
connect-C2527D180A8D4FF7B530F2912D56BC45,1705337829563,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': '42'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ""Sometimes it took the ball a little bit of time to stop rolling around if there was wind, because it kept blowing back and forth slightly. It'd be nice if the ball just stopped after a couple of seconds of not moving.""}"
connect-34F949038F494488A829779BF16392EE,1705337831948,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'nb'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'some-college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'It was fun! Very different.'}"
connect-CE387251FBBC45A58D6920EB0935069A,1705337823240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,"{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': '36'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'some-college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ""I wish it took up more space on my monitor but I understand why it didn't. Also the ability to snap draw lines would be wonderful but probably also defeat some purpose of the study.""}"
connect-738C47B8F8254C7B80D9362DD68F28BE,1705339092929,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,"{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'I thought it was a good study, was clear, and worked well.  It was hard to draw completely straight lines using a mouse, making some of the challenges tough.  But other than that I had no problems with it other than the technical problem on Round 2 that I described earlier.'}"
connect-D04F6CB04CD04617BC6683C605093ECB,1705337847744,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': '44'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'some-college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'The study was clear and engaging.'}"
connect-4C704272968744788971EEBB255AE4B2,1705337838257,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': '27'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'Was fun! Would double check that the coding of Level 5 is correct, as I got the ball in the cup on the first try, but it didn\'t count this and I was unable to click the ""next"" button.'}"
connect-583B48DB907C40209E1A17E7E6700800,1705338222459,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'some-college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English '}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'average'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-431D7BBD3E5D427394A3936696896D02,1705337748057,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,"{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': '33'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'It was engaging and fun.'}"
connect-A20B9297233E4EC489E1FAFE9ED33CA0,1705337833786,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Safari/605.1.15","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': '27'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'grad'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-7E553EDCD9C949A984A200B0681A8B0B,1705337819884,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': '38'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'some-college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'none'}"
connect-07994856BD944213BD589A588737BEBC,1705338179064,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': '46'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'some-college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'Spanish'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'average'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-12EEE2EFE99145A7883B02B04BEFBFF8,1705337826083,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': '32'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'high'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-BE75C28233BF4FC2B473BC240E3A6CEC,1705337844544,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': '40'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'english'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'average'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'ideas on how to do the uphill ones would be good '}"
connect-3BFBDC65C28E4B2FA8EDA187DB8AC711,1705338299981,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': '42'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'english'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'this was fun! '}"
