subjID,starttime,useragent,survey-instructions,survey-gender,survey-age,survey-education,survey-language,survey-enjoy,survey-comments
connect-AD5993CF4D3C4DCC8A62F2D5EE70755D,1703865035267,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,"{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'some-college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'I think the game may have a few bugs. It would be great if they were fixed.'}"
connect-6DF4BAC26DEE4F9FA7C0B8D08891B590,1703864993703,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,"{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'I had fun.'}"
connect-19BD49C073C342FFB0E47561FD0A0482,1703865025208,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'grad'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'average'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-7E0D9F23EB824361ABA9A049C64208D5,1703707499194,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': '29'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'average'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ""Without a 100% perfectly straight line, some of these seemed impossible. Oh, it's too windy, so the ball got stuck on a 1degree incline lol""}"
connect-1501C5CE8BBE4B789CD17DD9FDB6A737,1703865011092,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'high'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-35C167A8A69C44C6901146BCBDA40868,1703865006115,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': '61'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'So much fun but I wish I knew how to get around a couple of the blocks.'}"
connect-4C241572C44A465A8DDB0D6512E80B91,1703866059298,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': '42'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'It would have been interesting if after each level, or at the end of the game, the optimal solution for getting the ball into the cup was shown. '}"
connect-4B0CE07C4F434476AF0B131C45E7AB28,1703864996918,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': '38'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'average'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-1304BAAAAFA04DEE959F8EC00A5E49F6,1703864995740,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': '32'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'grad'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-1A8CD277EE374907A48DB2469B9443F8,1703707754021,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'n'}","{'type': 'radio+', 'q': 'Gender', 'a': 'nb'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'average'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-0F07CDB90B904FB79C385106E46337DE,1703865014570,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': '28'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'Straightforward task, and I enjoyed completing it. '}"
connect-4ECCC073A845416680A6078E5A14A8F7,1703709409006,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'At the end, maybe the solutions or approach the ones user missed'}"
connect-EC304583F3AC4B45B6B79A840A0443A0,1703866722447,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': '57'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'some-college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'english'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'thank you'}"
connect-C809D394C2CD4B3296F6F24D523DE626,1703864982442,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'Maybe a single hint button to be used once in the game?'}"
connect-5F8C795604094A3CB7FDE1F1A3955387,1703707571724,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:121.0) Gecko/20100101 Firefox/121.0,"{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': '36'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'grad'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'spanish'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ""Thank you, it was fun except for a few levels where I couldn't get the ball fast enough to curve around""}"
connect-B9360F5511954062A797B1228A4AF9E9,1703865000800,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'some-college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'worse'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-7CF9BDBEF5A8487E9059DF7AEDC12B6A,1703865007391,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': 'English'}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
connect-F8D52DE7E5634302BB8D6890E6DDBA3F,1703865011971,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'y'}","{'type': 'radio+', 'q': 'Gender', 'a': 'm'}","{'type': 'freeresponse', 'q': 'Age', 'a': '40'}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': 'Would be interested in performance relative to others'}"
connect-AF702843D08345DDB622016021A53AD9,1703865030102,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36","{'type': 'radio', 'q': 'Did you read the instructions, and do you think you did the task correctly?', 'a': 'n'}","{'type': 'radio+', 'q': 'Gender', 'a': 'f'}","{'type': 'freeresponse', 'q': 'Age', 'a': ''}","{'type': 'radio', 'q': 'What is the highest degree or level of education you have completed?', 'a': 'some-college'}","{'type': 'freeresponse', 'q': 'Native language', 'a': ''}","{'type': 'radio', 'q': 'How much did you enjoy the HIT?', 'a': 'better'}","{'type': 'freeresponse', 'q': 'We would be interested in any comments you have about this study or how you think we might be able to improve it. Please type them here:', 'a': ''}"
